2026 Rank,Previous Rank,Institution Name,Country/Territory,Region,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE
1201,0,industrial university of ho chi minh city,Viet Nam,Asia,L,CO,HI,Public,23.0,554,15.0,701,5.0,801,5.0,801,2.0,801,3.0,801,7.0,801,13.0,801,7.0,801,20.0,801,0.0
643,631,inha university,Republic of Korea,Asia,L,FC,VH,Private not for Profit,18.0,699,20.0,659,75.0,198,24.0,661,18.0,752,26.0,650,29.0,622,28.0,801,17.0,779,65.0,405,27.0
406,405,institut national des sciences appliquées de lyon (insa),France,Europe,M,FO,VH,Public,9.0,701,38.0,367,43.0,468,69.0,222,34.0,542,78.0,237,80.0,208,59.0,711,18.0,764,39.0,801,37.0
41,46,institut polytechnique de paris,France,Europe,M,CO,VH,Public,58.0,185,100.0,14,95.0,76,97.0,52,100.0,99,99.0,61,99.0,50,93.0,125,99.0,25,78.0,198,85.0
1201,0,institut teknologi nasional bandung (itenas bandung),Indonesia,Asia,M,SP,LO,Private not for Profit,22.0,562,5.0,701,13.0,801,2.0,801,3.0,801,1.0,801,6.0,801,3.0,801,3.0,801,27.0,801,0.0
509,585,institut teknologi sepuluh nopember (its),Indonesia,Asia,L,CO,VH,Public,27.0,456,60.0,192,62.0,287,3.0,801,70.0,337,12.0,801,18.0,800,28.0,801,17.0,782,53.0,654,32.0
851,801,instituto politécnico nacional (ipn),Mexico,Americas,XL,FO,VH,Public,27.0,474,34.0,423,17.0,801,3.0,801,7.0,801,2.0,801,7.0,801,47.0,801,13.0,801,56.0,573,0.0
801,751,instituto tecnológico autonomo de méxico (itam),Mexico,Americas,S,SP,MD,Private not for Profit,22.0,575,40.0,343,22.0,784,3.0,801,51.0,436,2.0,801,7.0,801,9.0,801,80.0,159,25.0,801,0.0
1201,1201,instituto tecnológico de santo domingo (intec),Dominican Republic,Americas,M,FO,MD,Public,2.0,701,6.0,701,36.0,554,2.0,801,23.0,674,5.0,801,9.0,801,7.0,801,50.0,348,18.0,801,0.0
1201,1001,international christian university,Japan,Asia,S,FO,HI,Private for Profit,6.0,701,15.0,701,22.0,801,2.0,801,83.0,269,16.0,800,12.0,801,6.0,801,15.0,801,16.0,801,0.0
1201,1001,international islamic university islamabad (iiu),Pakistan,Asia,L,CO,HI,Public,9.0,701,14.0,701,5.0,801,16.0,795,6.0,801,10.0,801,13.0,801,58.0,719,3.0,801,29.0,801,0.0
613,661,international islamic university malaysia (iium),Malaysia,Asia,L,FC,HI,Public,36.0,337,27.0,503,18.0,801,6.0,801,29.0,592,69.0,282,51.0,401,59.0,712,32.0,523,32.0,801,28.0
509,516,inti international university,Malaysia,Asia,S,CO,VH,Private for Profit,14.0,701,38.0,368,95.0,73,3.0,801,100.0,39,100.0,50,100.0,46,19.0,801,5.0,801,33.0,801,32.0
449,470,iowa state university,United States of America,Americas,L,CO,VH,Public,26.0,479,22.0,611,11.0,801,61.0,281,7.0,801,18.0,764,24.0,703,79.0,370,51.0,339,65.0,398,34.0
399,426,ipb university (aka bogor agricultural university),Indonesia,Asia,L,FO,VH,Public,35.0,342,56.0,213,83.0,153,3.0,801,74.0,323,6.0,801,11.0,801,26.0,801,45.0,386,63.0,436,38.0
496,436,iran university of science and technology,Iran (Islamic Republic of),Asia,M,FO,VH,Public,12.0,701,24.0,553,4.0,801,100.0,19,7.0,801,9.0,801,11.0,801,64.0,629,9.0,801,27.0,801,32.0
711,661,iscte - instituto universitario de lisboa,Portugal,Europe,L,FO,VH,Public,9.0,701,19.0,687,3.0,801,42.0,448,27.0,623,56.0,375,60.0,342,50.0,801,40.0,435,57.0,562,0.0
571,489,isfahan university of technology,Iran (Islamic Republic of),Asia,M,FO,VH,,8.0,701,23.0,586,6.0,801,98.0,50,2.0,801,4.0,801,8.0,801,46.0,801,10.0,801,28.0,801,29.0
1201,0,islamic azad university,Iran (Islamic Republic of),Asia,,CO,,,6.0,701,5.0,701,2.0,801,9.0,801,0.0,0,1.0,801,1.0,801,96.0,55,36.0,482,29.0,801,0.0
1401,1201,islamic university of indonesia (universitas islam indonesia),Indonesia,Asia,L,CO,HI,Private not for Profit,18.0,701,7.0,701,3.0,801,3.0,801,4.0,801,1.0,801,1.0,801,13.0,801,5.0,801,34.0,801,0.0
1001,0,islamic university of lebanon,Lebanon,Asia,M,FO,MD,Private for Profit,11.0,701,13.0,701,40.0,513,1.0,801,37.0,523,99.0,75,82.0,190,2.0,801,4.0,801,0.0,0,0.0
1201,1001,islamic university of madinah,Saudi Arabia,Asia,L,FO,HI,Public,8.0,701,4.0,701,8.0,801,3.0,801,47.0,459,100.0,8,100.0,3,19.0,801,3.0,801,8.0,801,0.0
1201,0,islamic university of technology,Bangladesh,Asia,S,FO,VH,Public,7.0,701,15.0,701,14.0,801,16.0,781,6.0,801,26.0,653,26.0,680,6.0,801,5.0,801,15.0,801,0.0
1201,1201,istanbul aydin university,Türkiye,Asia,L,FO,HI,Private not for Profit,9.0,701,6.0,701,19.0,801,2.0,801,14.0,801,69.0,284,72.0,255,10.0,801,2.0,801,32.0,801,0.0
1401,1201,istanbul bilgi üniversitesi,Türkiye,Asia,M,FO,HI,Private not for Profit,6.0,701,10.0,701,15.0,801,3.0,801,4.0,801,25.0,656,31.0,604,7.0,801,24.0,653,39.0,801,0.0
298,326,istanbul technical university,Türkiye,Asia,L,FO,VH,Public,40.0,305,85.0,91,12.0,801,35.0,521,10.0,801,37.0,531,42.0,491,76.0,419,80.0,162,69.0,342,46.0
628,621,istanbul university,Türkiye,Asia,XL,FC,HI,Public,33.0,368,43.0,313,5.0,801,5.0,801,7.0,801,21.0,720,27.0,660,71.0,518,79.0,166,38.0,801,27.0
711,595,itmo university,Russian Federation,Europe,L,FO,VH,Public,13.0,701,17.0,701,93.0,89,11.0,801,27.0,621,45.0,453,50.0,418,60.0,689,4.0,801,27.0,801,0.0
1001,1001,iu indianapolis,United States of America,Americas,L,FC,HI,Public,9.0,701,8.0,701,24.0,761,23.0,676,39.0,509,9.0,801,15.0,801,51.0,801,7.0,801,44.0,801,0.0
1201,1201,ivan franko national university of lviv,Ukraine,Europe,L,CO,HI,Public,10.0,701,25.0,533,33.0,590,2.0,801,1.0,801,2.0,801,6.0,801,13.0,801,26.0,622,43.0,801,0.0
951,791,ivane javakhishvili tbilisi state university,Georgia,Asia,L,FC,MD,Public,12.0,701,1.0,701,84.0,150,1.0,801,2.0,801,8.0,801,12.0,801,25.0,801,95.0,75,18.0,801,0.0
1201,1201,izmir yüksek teknoloji enstitüsü (iyte),Türkiye,Asia,S,CO,VH,Public,11.0,701,11.0,701,8.0,801,19.0,742,9.0,801,5.0,801,9.0,801,23.0,801,2.0,801,39.0,801,0.0
1401,0,jadara university,Jordan,Asia,M,CO,MD,Private not for Profit,10.0,701,4.0,701,29.0,644,3.0,801,5.0,801,50.0,410,37.0,525,4.0,801,6.0,801,0.0,0,0.0
676,721,jadavpur university,India,Asia,M,FO,VH,Public,23.0,544,11.0,701,14.0,801,56.0,319,0.0,0,1.0,801,6.0,801,44.0,801,20.0,733,61.0,470,26.0
303,312,jagiellonian university,Poland,Europe,XL,FO,VH,Public,50.0,226,54.0,224,75.0,193,10.0,801,8.0,801,30.0,591,36.0,536,89.0,198,62.0,256,72.0,296,45.0
1201,1201,jahangirnagar university,Bangladesh,Asia,L,CO,HI,,12.0,701,18.0,701,6.0,801,9.0,801,0.0,0,0.0,0,0.0,0,35.0,801,5.0,801,33.0,801,0.0
440,445,james cook university,Australia,Oceania,M,FC,VH,Public,21.0,591,11.0,701,28.0,689,60.0,286,47.0,454,38.0,518,43.0,480,84.0,279,11.0,801,82.0,151,35.0
558,580,jawaharlal nehru university,India,Asia,M,CO,VH,Public,40.0,303,17.0,701,17.0,801,38.0,497,0.0,0,2.0,801,6.0,801,57.0,737,21.0,716,59.0,514,30.0
1201,1201,jeju national university,Republic of Korea,Asia,M,FC,VH,Public,5.0,701,3.0,701,44.0,446,14.0,801,9.0,801,9.0,801,13.0,801,23.0,801,2.0,801,53.0,632,0.0
701,681,jeonbuk national university (formerly known as chonbuk national university),Republic of Korea,Asia,L,FC,VH,Public,20.0,618,14.0,701,74.0,207,21.0,693,13.0,801,17.0,789,20.0,756,34.0,801,4.0,801,65.0,407,0.0
851,1001,jiangnan university,China (Mainland),Asia,L,FC,VH,Public,6.0,701,5.0,701,16.0,801,65.0,248,0.0,0,0.0,0,0.0,0,58.0,716,1.0,801,30.0,801,0.0
473,497,jilin university,China (Mainland),Asia,XL,FC,VH,Public,16.0,701,47.0,276,36.0,557,54.0,342,16.0,791,2.0,801,2.0,801,65.0,620,33.0,513,49.0,743,34.0
540,580,jinan university (china),China (Mainland),Asia,XL,FC,VH,Public,9.0,701,9.0,701,12.0,801,75.0,177,42.0,486,89.0,174,66.0,295,47.0,801,11.0,801,41.0,801,31.0
452,501,johannes gutenberg universität mainz,Germany,Europe,L,FO,VH,Public,33.0,378,20.0,667,71.0,225,18.0,750,51.0,433,26.0,641,32.0,584,88.0,209,18.0,756,52.0,658,34.0
473,472,johannes kepler university linz,Austria,Europe,M,FO,VH,Public,18.0,700,15.0,701,80.0,166,25.0,635,90.0,223,58.0,360,62.0,327,57.0,743,15.0,801,61.0,480,34.0
24,32,johns hopkins university,United States of America,Americas,L,FC,VH,Private not for Profit,93.0,51,79.0,108,100.0,14,86.0,118,71.0,333,94.0,137,95.0,113,97.0,29,84.0,141,93.0,35,90.0
461,554,jordan university of science & technology,Jordan,Asia,L,CO,VH,Public,32.0,386,48.0,273,23.0,774,12.0,801,67.0,350,88.0,183,84.0,180,55.0,775,6.0,801,52.0,661,34.0
416,428,julius-maximilians-universität würzburg,Germany,Europe,L,FC,VH,Public,21.0,579,10.0,701,9.0,801,87.0,115,60.0,389,20.0,731,15.0,801,78.0,379,17.0,783,50.0,699,37.0
496,445,justus-liebig-universität gießen,Germany,Europe,L,FC,VH,Public,15.0,701,10.0,701,3.0,801,86.0,121,19.0,724,29.0,605,22.0,738,81.0,340,17.0,784,53.0,632,32.0
1201,1001,kagoshima university,Japan,Asia,M,FC,VH,Public,8.0,701,5.0,701,70.0,234,6.0,801,5.0,801,5.0,801,4.0,801,24.0,801,2.0,801,23.0,801,0.0
1001,0,kalinga institute of industrial technology,India,Asia,L,CO,VH,Private not for Profit,6.0,701,5.0,701,52.0,360,5.0,801,18.0,744,25.0,664,29.0,623,53.0,790,2.0,801,51.0,692,0.0
901,901,kanazawa university,Japan,Asia,M,FC,VH,Public,13.0,701,7.0,701,58.0,311,22.0,684,12.0,801,11.0,801,15.0,801,34.0,801,2.0,801,53.0,644,0.0
1001,1001,kangwon national university,Republic of Korea,Asia,L,FC,HI,Public,8.0,701,7.0,701,32.0,601,15.0,798,7.0,801,10.0,801,14.0,801,29.0,801,4.0,801,57.0,568,0.0
901,851,kansas state university,United States of America,Americas,L,CO,VH,Public,9.0,701,12.0,701,16.0,801,32.0,569,26.0,633,10.0,801,7.0,801,60.0,685,21.0,706,43.0,801,0.0
901,901,karaganda buketov university,Kazakhstan,Asia,L,CO,MD,Private not for Profit,18.0,698,37.0,389,60.0,301,1.0,801,15.0,801,19.0,754,20.0,766,6.0,801,11.0,801,22.0,801,0.0
668,671,karl-franzens-universität graz,Austria,Europe,L,FO,VH,Public,27.0,469,13.0,701,19.0,801,14.0,801,53.0,424,39.0,511,29.0,628,70.0,524,44.0,403,53.0,652,26.0
98,102,karlsruhe institute of technology (kit),Germany,Europe,L,FO,VH,Public,57.0,194,87.0,82,49.0,397,77.0,168,84.0,265,57.0,363,61.0,330,87.0,219,62.0,254,80.0,180,69.0
701,781,kasetsart university,Thailand,Asia,XL,CO,VH,Public,37.0,320,37.0,383,10.0,801,5.0,801,8.0,801,2.0,801,6.0,801,46.0,801,31.0,534,61.0,491,0.0
741,751,kaunas university of technology,Lithuania,Europe,M,FO,VH,Public,15.0,701,22.0,602,38.0,533,18.0,761,5.0,801,40.0,489,45.0,458,69.0,556,29.0,570,59.0,521,0.0
1201,1201,kazakh ablai khan university of international relations and world languages,Kazakhstan,Asia,M,SP,LO,Public,10.0,701,17.0,701,54.0,348,1.0,801,10.0,801,9.0,801,12.0,801,1.0,801,4.0,801,0.0,0,0.0
697,671,kazakh national agrarian university,Kazakhstan,Asia,M,SP,MD,Public,23.0,550,28.0,499,93.0,91,1.0,801,26.0,634,39.0,499,35.0,550,8.0,801,4.0,801,39.0,801,25.0
628,671,kazakh national pedagogical university abai,Kazakhstan,Asia,L,CO,MD,Public,32.0,387,35.0,409,71.0,217,1.0,801,55.0,409,14.0,801,16.0,801,9.0,801,17.0,792,36.0,801,27.0
1001,1001,kazakh-british technical university,Kazakhstan,Asia,M,FO,HI,Public,16.0,701,42.0,321,18.0,801,3.0,801,15.0,801,4.0,801,8.0,801,14.0,801,4.0,801,33.0,801,0.0
450,401,kazan federal university,Russian Federation,Europe,L,FC,VH,Public,27.0,460,20.0,669,98.0,54,4.0,801,14.0,801,98.0,94,98.0,83,87.0,225,20.0,732,55.0,596,34.0
1401,1201,kazan national research technological university,Russian Federation,Europe,L,CO,HI,Public,5.0,701,8.0,701,28.0,682,2.0,801,2.0,801,31.0,581,32.0,585,10.0,801,6.0,801,14.0,801,0.0
801,791,keele university,United Kingdom,Europe,M,FC,VH,Public,9.0,701,8.0,701,21.0,801,29.0,600,61.0,385,51.0,408,42.0,490,66.0,601,10.0,801,39.0,801,0.0
215,188,keio university,Japan,Asia,XL,FC,VH,Private not for Profit,66.0,153,94.0,57,65.0,268,9.0,801,15.0,801,20.0,735,26.0,674,56.0,759,96.0,71,69.0,331,55.0
1001,1001,kent state university,United States of America,Americas,L,FO,VH,Public,7.0,701,5.0,701,9.0,801,20.0,711,25.0,645,16.0,801,12.0,801,63.0,659,11.0,801,41.0,801,0.0
177,202,khalifa university of science and technology,United Arab Emirates,Asia,S,SP,VH,Public,34.0,356,43.0,314,83.0,152,84.0,131,100.0,11,83.0,206,83.0,186,81.0,329,13.0,801,68.0,349,59.0
1201,1201,kharkiv national university of radio electronics,Ukraine,Europe,M,SP,HI,Public,3.0,701,23.0,591,31.0,615,2.0,801,2.0,801,11.0,801,15.0,801,13.0,801,5.0,801,33.0,801,0.0
951,0,khazar university,Azerbaijan,Asia,M,CO,MD,Private not for Profit,8.0,701,15.0,701,61.0,297,3.0,801,82.0,277,37.0,525,36.0,538,8.0,801,12.0,801,28.0,801,0.0
761,801,khoja akhmet yassawi international kazakh-turkish university,Kazakhstan,Asia,M,FC,MD,Public,19.0,646,46.0,287,58.0,316,1.0,801,28.0,612,46.0,442,40.0,503,4.0,801,11.0,801,30.0,801,0.0
901,951,khon kaen university,Thailand,Asia,XL,FC,HI,Public,27.0,472,23.0,585,12.0,801,9.0,801,6.0,801,3.0,801,8.0,801,57.0,733,6.0,801,60.0,504,0.0
1401,1201,khulna university,Bangladesh,Asia,M,CO,HI,,9.0,701,8.0,701,14.0,801,9.0,801,0.0,0,0.0,0,0.0,0,21.0,801,4.0,801,25.0,801,0.0
1401,1201,khulna university of engineering and technology,Bangladesh,Asia,M,SP,HI,Public,7.0,701,17.0,701,11.0,801,13.0,801,1.0,801,0.0,0,0.0,0,13.0,801,5.0,801,22.0,801,0.0
1401,1201,kindai university (previously kinki university),Japan,Asia,XL,FC,HI,Private for Profit,5.0,701,6.0,701,10.0,801,9.0,801,26.0,637,3.0,801,7.0,801,30.0,801,2.0,801,41.0,801,0.0
163,149,king abdul aziz university (kau),Saudi Arabia,Asia,XL,FC,VH,Public,68.0,145,77.0,118,41.0,490,48.0,390,83.0,270,9.0,801,15.0,801,95.0,84,45.0,392,78.0,206,61.0
67,101,king fahd university of petroleum & minerals,Saudi Arabia,Asia,M,FO,VH,Public,54.0,206,76.0,124,92.0,93,93.0,85,100.0,27,76.0,250,77.0,228,81.0,330,98.0,48,63.0,444,77.0
648,761,king faisal university,Saudi Arabia,Asia,L,FC,HI,Public,25.0,506,30.0,476,25.0,743,6.0,801,99.0,121,11.0,801,15.0,801,66.0,609,15.0,801,54.0,617,27.0
535,601,king khalid university,Saudi Arabia,Asia,L,FC,VH,Public,26.0,489,18.0,701,65.0,274,7.0,801,100.0,30,36.0,535,27.0,658,84.0,266,3.0,801,46.0,801,31.0
1201,1201,king mongkut's institute of technology ladkrabang,Thailand,Asia,L,CO,VH,Public,14.0,701,11.0,701,6.0,801,6.0,801,31.0,576,4.0,801,9.0,801,20.0,801,11.0,801,37.0,801,0.0
1201,1201,king mongkut's university of technology north bangkok,Thailand,Asia,L,FO,VH,Public,13.0,701,12.0,701,5.0,801,7.0,801,4.0,801,1.0,801,6.0,801,31.0,801,3.0,801,32.0,801,0.0
901,951,king mongkut's university of technology thonburi,Thailand,Asia,L,CO,VH,Public,21.0,596,15.0,701,18.0,801,18.0,757,12.0,801,7.0,801,12.0,801,45.0,801,3.0,801,62.0,467,0.0
143,200,king saud university,Saudi Arabia,Asia,XL,FC,VH,Public,55.0,204,58.0,201,56.0,336,66.0,244,100.0,89,29.0,600,35.0,549,97.0,41,99.0,23,63.0,439,63.0
31,40,king's college london (kcl),United Kingdom,Europe,XL,FC,VH,Public,96.0,44,92.0,65,74.0,202,70.0,215,100.0,115,99.0,70,99.0,61,98.0,19,76.0,174,97.0,14,88.0
482,465,kobe university,Japan,Asia,L,FC,VH,Public,37.0,324,39.0,353,45.0,434,19.0,725,11.0,801,11.0,801,16.0,801,53.0,791,27.0,608,73.0,269,33.0
323,401,koc university,Türkiye,Asia,M,FC,VH,Private not for Profit,36.0,338,78.0,113,21.0,801,53.0,359,30.0,584,22.0,697,28.0,643,50.0,801,11.0,801,62.0,450,43.0
654,721,konkuk university,Republic of Korea,Asia,L,FC,VH,Private not for Profit,12.0,701,13.0,701,61.0,292,34.0,537,16.0,774,44.0,458,49.0,424,53.0,799,15.0,801,62.0,460,27.0
1001,1201,kookmin university,Republic of Korea,Asia,L,CO,HI,Private for Profit,5.0,701,6.0,701,51.0,371,5.0,801,7.0,801,64.0,316,64.0,311,10.0,801,5.0,801,44.0,801,0.0
61,67,korea university,Republic of Korea,Asia,L,FC,VH,Private not for Profit,89.0,70,95.0,48,77.0,183,68.0,229,25.0,656,64.0,311,68.0,287,68.0,573,94.0,83,86.0,101,80.0
78,74,kth royal institute of technology,Sweden,Europe,L,FO,VH,Public,60.0,174,62.0,183,68.0,242,88.0,109,96.0,171,82.0,215,61.0,331,92.0,147,73.0,197,90.0,66,74.0
60,63,ku leuven,Belgium,Europe,XL,FC,VH,Public,93.0,53,64.0,169,10.0,801,95.0,75,96.0,166,65.0,307,49.0,428,100.0,4,84.0,143,95.0,25,80.0
951,951,kumamoto university,Japan,Asia,M,FC,VH,Public,9.0,701,4.0,701,68.0,249,21.0,692,8.0,801,7.0,801,11.0,801,34.0,801,3.0,801,50.0,696,0.0
781,801,kuwait university,Kuwait,Asia,XL,FC,HI,Public,21.0,594,18.0,701,9.0,801,6.0,801,24.0,662,32.0,567,38.0,519,55.0,769,97.0,56,58.0,539,0.0
1201,1201,kwame nkrumah university of science and technology,Ghana,Africa,XL,CO,HI,,10.0,701,9.0,701,6.0,801,4.0,801,0.0,0,0.0,0,0.0,0,66.0,611,50.0,344,42.0,801,0.0
1201,1201,kyoto institute of technology,Japan,Asia,S,FO,VH,Public,8.0,701,6.0,701,19.0,801,19.0,741,15.0,801,14.0,801,17.0,801,13.0,801,2.0,801,25.0,801,0.0
57,50,kyoto university,Japan,Asia,L,FC,VH,Public,100.0,19,99.0,22,94.0,80,51.0,369,23.0,675,29.0,601,35.0,551,86.0,247,86.0,132,84.0,124,80.0
1201,0,kyrgyz national university,Kyrgyzstan,Asia,L,CO,LO,Public,14.0,701,13.0,701,28.0,671,1.0,801,3.0,801,14.0,801,16.0,801,5.0,801,52.0,327,0.0,0,0.0
1001,851,kyrgyz russian slavic university,Kyrgyzstan,Asia,M,CO,MD,Public,11.0,701,13.0,701,100.0,30,1.0,801,0.0,0,0.0,0,0.0,0,2.0,801,35.0,486,0.0,0,0.0
1201,1201,kyrgyz state technical university named after i. razzakov,Kyrgyzstan,Asia,L,SP,LO,Public,16.0,701,15.0,701,14.0,801,1.0,801,11.0,801,12.0,801,14.0,801,1.0,801,31.0,542,9.0,801,0.0
951,901,kyrgyz-turkish manas university,Kyrgyzstan,Asia,S,CO,HI,Public,19.0,642,23.0,579,15.0,801,3.0,801,95.0,175,28.0,613,27.0,663,8.0,801,8.0,801,33.0,801,0.0
331,328,kyung hee university,Republic of Korea,Asia,L,FC,VH,Private not for Profit,35.0,349,43.0,312,86.0,125,26.0,625,20.0,715,69.0,286,72.0,256,67.0,592,22.0,698,75.0,237,43.0
519,516,kyungpook national university,Republic of Korea,Asia,L,FC,VH,Public,18.0,680,20.0,649,79.0,175,30.0,593,19.0,733,45.0,452,50.0,417,56.0,752,16.0,801,68.0,344,31.0
1001,1001,kyushu institute of technology,Japan,Asia,M,SP,VH,Public,5.0,701,9.0,701,13.0,801,38.0,499,10.0,801,6.0,801,10.0,801,22.0,801,2.0,801,35.0,801,0.0
170,167,kyushu university,Japan,Asia,L,FC,VH,Public,71.0,130,72.0,140,87.0,121,34.0,534,25.0,657,39.0,502,45.0,468,76.0,416,21.0,710,75.0,241,59.0
317,321,l.n. gumilyov eurasian national university,Kazakhstan,Asia,L,FO,VH,Public,40.0,300,86.0,86,95.0,78,2.0,801,85.0,262,26.0,649,27.0,650,31.0,801,8.0,801,47.0,801,44.0
233,217,la trobe university,Australia,Oceania,L,CO,VH,Public,33.0,365,29.0,488,13.0,801,88.0,110,96.0,173,97.0,97,98.0,85,82.0,310,28.0,594,82.0,146,52.0
555,535,lahore university of management sciences (lums),Pakistan,Asia,S,CO,VH,Private not for Profit,21.0,578,77.0,114,29.0,660,17.0,775,11.0,801,3.0,801,7.0,801,26.0,801,48.0,358,45.0,801,30.0
157,141,lancaster university,United Kingdom,Europe,L,FC,VH,Public,51.0,217,46.0,296,36.0,555,78.0,166,96.0,161,93.0,141,94.0,117,87.0,216,38.0,452,89.0,68,61.0
791,721,lanzhou university,China (Mainland),Asia,XL,CO,VH,Public,9.0,701,5.0,701,43.0,460,48.0,393,3.0,801,2.0,801,2.0,801,70.0,540,11.0,801,45.0,801,0.0
397,336,lappeenranta-lahti university of technology lut,Finland,Europe,M,SP,VH,Public,9.0,701,16.0,701,12.0,801,96.0,63,70.0,334,58.0,354,62.0,321,54.0,778,10.0,801,72.0,289,38.0
1201,0,latvia university of life sciences and technologies,Latvia,Europe,S,FO,VH,Public,8.0,701,10.0,701,6.0,801,8.0,801,2.0,801,17.0,790,19.0,776,24.0,801,18.0,768,36.0,801,0.0
469,423,laval university,Canada,Americas,L,FC,VH,Public,25.0,503,11.0,701,33.0,585,30.0,590,57.0,402,55.0,378,59.0,345,79.0,371,50.0,347,82.0,154,34.0
535,701,lebanese american university,Lebanon,Asia,M,FC,HI,Private not for Profit,20.0,610,45.0,301,31.0,612,11.0,801,81.0,293,27.0,638,32.0,593,78.0,380,29.0,564,58.0,539,31.0
515,567,lebanese university,Lebanon,Asia,XL,FC,HI,Public,33.0,372,55.0,219,16.0,801,3.0,801,52.0,427,47.0,428,44.0,474,60.0,695,39.0,445,45.0,801,32.0
1001,1001,leeds beckett university,United Kingdom,Europe,L,CO,HI,Public,5.0,701,10.0,701,5.0,801,14.0,801,47.0,453,45.0,447,50.0,412,37.0,801,11.0,801,62.0,464,0.0
668,641,lehigh university,United States of America,Americas,M,CO,VH,Private not for Profit,7.0,701,12.0,701,31.0,625,37.0,501,69.0,339,40.0,490,45.0,459,45.0,801,45.0,385,62.0,467,26.0
433,426,leibniz universität hannover,Germany,Europe,L,FO,VH,Public,30.0,419,37.0,378,20.0,801,34.0,540,55.0,413,33.0,556,39.0,507,81.0,345,20.0,720,79.0,188,36.0
119,141,leiden university,Netherlands,Europe,XL,FC,VH,Public,80.0,97,46.0,288,30.0,629,65.0,249,90.0,225,68.0,288,51.0,408,94.0,93,61.0,263,59.0,530,66.0
643,661,libera universita' di bolzano,Italy,Europe,S,FO,VH,Public,8.0,701,3.0,701,21.0,801,62.0,267,66.0,355,56.0,370,61.0,338,52.0,801,4.0,801,37.0,801,27.0
407,371,lincoln university,New Zealand,Oceania,S,SP,VH,Public,13.0,701,11.0,701,32.0,597,63.0,264,100.0,55,100.0,53,99.0,58,25.0,801,45.0,389,62.0,458,37.0
310,304,linköping university,Sweden,Europe,L,CO,VH,Public,25.0,501,32.0,446,50.0,382,55.0,328,86.0,255,46.0,437,48.0,430,82.0,320,51.0,336,68.0,346,45.0
851,801,liverpool john moores university,United Kingdom,Europe,L,CO,VH,Public,14.0,701,12.0,701,10.0,801,20.0,707,54.0,420,21.0,707,27.0,648,90.0,178,12.0,801,54.0,624,0.0
1001,1001,lobachevsky state university of nizhni novgorod,Russian Federation,Europe,L,FO,VH,Public,10.0,701,8.0,701,51.0,372,4.0,801,3.0,801,37.0,526,43.0,487,18.0,801,4.0,801,38.0,801,0.0
951,901,lodz university,Poland,Europe,L,CO,VH,Public,15.0,701,7.0,701,48.0,406,7.0,801,6.0,801,19.0,743,25.0,684,76.0,427,21.0,705,30.0,801,0.0
1001,1001,lodz university of technology,Poland,Europe,M,SP,VH,Public,6.0,701,7.0,701,59.0,306,16.0,784,4.0,801,8.0,801,12.0,801,49.0,801,4.0,801,40.0,801,0.0
105,94,lomonosov moscow state university,Russian Federation,Europe,L,FC,VH,Public,84.0,83,88.0,80,100.0,26,7.0,801,26.0,641,96.0,112,96.0,97,87.0,214,98.0,37,49.0,734,68.0
1001,1001,london metropolitan university,United Kingdom,Europe,L,CO,MD,Public,6.0,701,7.0,701,5.0,801,7.0,801,69.0,340,98.0,95,98.0,84,22.0,801,21.0,713,21.0,801,0.0
56,50,london school of economics and political science (lse),United Kingdom,Europe,L,FO,VH,Public,81.0,96,99.0,20,47.0,417,64.0,256,100.0,41,100.0,14,100.0,9,76.0,417,100.0,14,93.0,39,81.0
901,801,london south bank university,United Kingdom,Europe,L,FO,VH,Public,5.0,701,6.0,701,14.0,801,9.0,801,94.0,192,98.0,87,98.0,75,48.0,801,15.0,801,51.0,688,0.0
225,224,loughborough university,United Kingdom,Europe,L,CO,VH,Public,43.0,277,65.0,165,27.0,699,51.0,371,95.0,183,71.0,269,74.0,242,81.0,324,33.0,509,88.0,80,53.0
851,901,louisiana state university,United States of America,Americas,XL,CO,VH,Public,14.0,701,13.0,701,10.0,801,24.0,659,22.0,682,7.0,801,13.0,801,63.0,644,37.0,471,75.0,228,0.0
901,0,lovely professional university (lpu),India,Asia,XL,CO,VH,Private not for Profit,20.0,615,27.0,504,17.0,801,11.0,801,14.0,801,7.0,801,12.0,801,74.0,477,2.0,801,49.0,719,0.0
1001,1001,loyola university chicago,United States of America,Americas,L,FC,HI,Private not for Profit,12.0,701,21.0,621,31.0,624,13.0,801,9.0,801,5.0,801,4.0,801,36.0,801,24.0,656,34.0,801,0.0
1401,1201,lublin university of technology,Poland,Europe,M,FO,VH,Public,7.0,701,3.0,701,28.0,680,9.0,801,3.0,801,30.0,595,28.0,645,14.0,801,4.0,801,18.0,801,0.0
58,59,ludwig-maximilians-universität münchen,Germany,Europe,XL,FC,VH,Public,97.0,41,96.0,47,41.0,493,62.0,271,80.0,296,53.0,387,58.0,354,96.0,72,77.0,172,87.0,89,80.0
72,75,lund university,Sweden,Europe,L,FC,VH,Public,80.0,99,64.0,167,68.0,246,57.0,312,99.0,134,82.0,213,84.0,181,97.0,35,96.0,65,99.0,3,76.0
