2026 Rank,Previous Rank,Institution Name,Country/Territory,Region,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE
1201,0,"ahmadu bello university, zaria",Nigeria,Africa,XL,CO,HI,,6.0,701,9.0,701,10.0,801,2.0,801,2.0,801,1.0,801,6.0,801,44.0,801,81.0,154,28.0,801,0.0
1001,1001,"aligarh muslim university (amu), aligarh",India,Asia,L,CO,VH,Public,15.0,701,5.0,701,18.0,801,25.0,645,0.0,0,2.0,801,6.0,801,65.0,622,3.0,801,46.0,801,0.0
1001,1001,"arab academy for science, technology and maritime transport",Egypt,Africa,L,FO,VH,Public,8.0,701,12.0,701,45.0,441,2.0,801,9.0,801,35.0,542,34.0,569,27.0,801,17.0,789,30.0,801,0.0
388,408,"birkbeck college, university of london",United Kingdom,Europe,M,CO,VH,Public,16.0,701,6.0,701,19.0,801,80.0,159,99.0,130,99.0,78,99.0,66,60.0,690,18.0,766,46.0,801,39.0
1401,0,"christ (deemed to be university), bengaluru",India,Asia,XL,CO,HI,Private not for Profit,7.0,701,6.0,701,8.0,801,5.0,801,5.0,801,2.0,801,7.0,801,34.0,801,6.0,801,33.0,801,0.0
310,0,"city st george’s, university of london",United Kingdom,Europe,L,FO,VH,,27.0,466,32.0,444,9.0,801,58.0,301,92.0,207,98.0,90,98.0,77,77.0,402,66.0,238,62.0,452,45.0
711,681,"goldsmiths, university of london",United Kingdom,Europe,M,FO,VH,Public,18.0,668,8.0,701,21.0,801,17.0,765,89.0,230,98.0,93,98.0,82,23.0,801,25.0,637,43.0,801,0.0
761,0,"government college university, faisalabad",Pakistan,Asia,L,CO,VH,Public,4.0,701,7.0,701,8.0,801,72.0,197,1.0,801,1.0,801,6.0,801,78.0,392,34.0,503,32.0,801,0.0
1401,0,"independent university,bangladesh",Bangladesh,Asia,M,CO,HI,Private not for Profit,9.0,701,17.0,701,3.0,801,7.0,801,1.0,801,1.0,801,6.0,801,12.0,801,12.0,801,25.0,801,0.0
1401,1201,"jamia hamdard, new delhi",India,Asia,M,FO,VH,Public,6.0,701,3.0,701,14.0,801,26.0,629,0.0,0,4.0,801,8.0,801,14.0,801,2.0,801,14.0,801,0.0
761,851,"jamia millia islamia, new delhi",India,Asia,M,CO,VH,Public,13.0,701,6.0,701,40.0,500,48.0,394,4.0,801,11.0,801,15.0,801,61.0,683,6.0,801,50.0,708,0.0
660,601,"kingston university, london",United Kingdom,Europe,L,CO,HI,Public,21.0,598,25.0,547,7.0,801,13.0,801,77.0,309,96.0,115,96.0,98,52.0,801,16.0,801,50.0,715,27.0
638,0,"lincoln university college, malaysia",Malaysia,Asia,S,CO,HI,Private for Profit,11.0,701,26.0,521,96.0,69,2.0,801,100.0,75,100.0,26,99.0,55,5.0,801,5.0,801,13.0,801,27.0
701,711,"lingnan university, hong kong","Hong Kong SAR, China",Asia,S,CO,VH,Public,16.0,701,13.0,701,19.0,801,22.0,681,100.0,38,100.0,55,93.0,126,11.0,801,5.0,801,47.0,789,0.0
12,15,"nanyang technological university, singapore (ntu singapore)",Singapore,Asia,L,FC,VH,Public,97.0,42,91.0,67,84.0,148,95.0,76,100.0,43,93.0,145,94.0,121,87.0,217,88.0,121,87.0,88,94.0
440,410,"national research university higher school of economics (hse, moscow)",Russian Federation,Europe,XL,CO,VH,Public,28.0,449,53.0,231,92.0,96,3.0,801,10.0,801,24.0,675,30.0,614,85.0,261,19.0,737,58.0,549,35.0
1001,1001,"national technical university ""kharkiv polytechnic institute""",Ukraine,Europe,M,CO,VH,Public,8.0,701,21.0,633,61.0,294,2.0,801,2.0,801,33.0,555,35.0,553,17.0,801,5.0,801,39.0,801,0.0
801,801,"national technical university of ukraine ""igor sikorsky kyiv polytechnic institute""",Ukraine,Europe,L,CO,VH,Public,18.0,663,49.0,261,39.0,527,2.0,801,1.0,801,3.0,801,7.0,801,23.0,801,49.0,355,37.0,801,0.0
1201,1201,"osmania university, hyderabad",India,Asia,M,CO,VH,Public,6.0,701,6.0,701,5.0,801,35.0,523,0.0,0,9.0,801,7.0,801,25.0,801,16.0,801,21.0,801,0.0
1201,951,"queen margaret university , edinburgh",United Kingdom,Europe,M,FO,HI,Public,4.0,701,7.0,701,6.0,801,19.0,729,68.0,341,67.0,293,71.0,265,4.0,801,1.0,801,19.0,801,0.0
191,193,"queen's university, ontario",Canada,Americas,L,FC,VH,Public,51.0,219,76.0,123,8.0,801,56.0,315,76.0,315,36.0,536,41.0,496,79.0,369,92.0,87,87.0,93,57.0
1401,0,"shakarim university of the city of semey, kazakhstan",Kazakhstan,Asia,M,CO,MD,Public,10.0,701,10.0,701,16.0,801,2.0,801,28.0,615,3.0,801,7.0,801,2.0,801,4.0,801,31.0,801,0.0
1201,1201,"siksha ‘o’ anusandhan (deemed to be university), soa",India,Asia,L,FO,VH,Private not for Profit,8.0,701,6.0,701,42.0,485,11.0,801,3.0,801,4.0,801,8.0,801,29.0,801,2.0,801,36.0,801,0.0
731,661,"sofia university ""st. kliment ohridski""",Bulgaria,Europe,L,CO,VH,Public,16.0,701,25.0,537,55.0,342,3.0,801,4.0,801,16.0,801,21.0,748,56.0,755,89.0,117,49.0,719,0.0
392,428,"southeast university, china",China (Mainland),Asia,XL,FC,VH,Public,21.0,588,21.0,632,25.0,745,94.0,83,32.0,569,6.0,801,12.0,801,77.0,407,10.0,801,45.0,801,38.0
1201,1201,"the ""gheorghe asachi"" technical university of iasi",Romania,Europe,L,SP,VH,Public,7.0,701,15.0,701,4.0,801,10.0,801,0.0,0,9.0,801,7.0,801,49.0,801,5.0,801,23.0,801,0.0
1001,1001,"the federal university of sao carlos, ufscar",Brazil,Americas,L,FC,VH,Public,15.0,701,11.0,701,20.0,801,29.0,597,3.0,801,3.0,801,2.0,801,47.0,801,2.0,801,41.0,801,0.0
1401,0,"the islamia university of bahawalpur,pakistan",Pakistan,Asia,XL,CO,HI,Public,6.0,701,7.0,701,5.0,801,9.0,801,0.0,0,0.0,0,0.0,0,56.0,751,3.0,801,36.0,801,0.0
801,781,"the new school, new york city and paris",United States of America,Americas,M,FO,VH,Private not for Profit,20.0,603,18.0,701,48.0,411,5.0,801,8.0,801,98.0,92,98.0,80,21.0,801,25.0,641,24.0,801,0.0
1201,1401,"the university of notre dame, australia",Australia,Oceania,M,FC,HI,Private not for Profit,3.0,701,6.0,701,6.0,801,10.0,801,54.0,421,22.0,700,28.0,637,12.0,801,2.0,801,34.0,801,0.0
75,87,"trinity college dublin, the university of dublin",Ireland,Europe,L,FC,VH,Public,83.0,87,68.0,154,29.0,662,66.0,240,100.0,88,95.0,126,95.0,107,89.0,183,95.0,74,74.0,262,74.0
781,901,"universidade católica portuguesa, ucp",Portugal,Europe,M,FO,VH,Private not for Profit,17.0,701,31.0,459,14.0,801,13.0,801,17.0,767,58.0,353,62.0,320,34.0,801,58.0,286,48.0,763,0.0
450,489,"universidade estadual paulista ""júlio de mesquita filho"" (unesp)",Brazil,Americas,XL,FC,VH,Public,53.0,207,37.0,387,20.0,801,22.0,683,7.0,801,5.0,801,10.0,801,74.0,480,2.0,801,59.0,534,34.0
1001,1001,"universita' degli studi di napoli ""parthenope""",Italy,Europe,M,FO,VH,Public,6.0,701,3.0,701,4.0,801,47.0,401,2.0,801,4.0,801,9.0,801,33.0,801,2.0,801,41.0,801,0.0
1001,1001,"universita degli studi ""g. d'annunzio"" chieti-pescara",Italy,Europe,L,FO,VH,Public,5.0,701,3.0,701,5.0,801,46.0,407,5.0,801,5.0,801,4.0,801,60.0,688,3.0,801,30.0,801,0.0
654,681,"university of agriculture, faisalabad",Pakistan,Asia,XL,CO,VH,Public,7.0,701,15.0,701,2.0,801,83.0,133,3.0,801,1.0,801,6.0,801,75.0,436,3.0,801,48.0,746,27.0
1001,901,"university of alabama, birmingham",United States of America,Americas,L,FC,VH,Public,7.0,701,5.0,701,63.0,283,24.0,653,0.0,0,0.0,0,0.0,0,57.0,732,5.0,801,36.0,801,0.0
17,12,"university of california, berkeley (ucb)",United States of America,Americas,XL,FC,VH,Public,100.0,6,100.0,6,29.0,643,97.0,53,96.0,172,71.0,273,53.0,392,97.0,47,100.0,17,99.0,3,91.0
114,130,"university of california, davis",United States of America,Americas,XL,FC,VH,Public,73.0,125,70.0,146,28.0,675,67.0,237,87.0,250,62.0,327,66.0,298,91.0,165,38.0,457,80.0,174,66.0
293,307,"university of california, irvine",United States of America,Americas,XL,FC,VH,Public,47.0,249,37.0,381,27.0,701,53.0,351,40.0,503,64.0,310,52.0,394,82.0,313,28.0,596,65.0,403,46.0
46,42,"university of california, los angeles (ucla)",United States of America,Americas,XL,FC,VH,Public,100.0,8,100.0,8,44.0,456,84.0,127,51.0,437,32.0,571,38.0,521,94.0,117,98.0,46,78.0,195,84.0
440,497,"university of california, riverside",United States of America,Americas,L,FC,VH,Public,21.0,577,21.0,623,10.0,801,64.0,254,81.0,290,30.0,587,36.0,530,75.0,433,7.0,801,56.0,589,35.0
66,72,"university of california, san diego (ucsd)",United States of America,Americas,XL,FC,VH,Public,94.0,49,80.0,103,54.0,347,80.0,155,44.0,473,47.0,431,52.0,400,94.0,99,41.0,430,72.0,286,77.0
179,178,"university of california, santa barbara (ucsb)",United States of America,Americas,L,CO,VH,Public,65.0,154,32.0,442,9.0,801,99.0,38,81.0,286,28.0,620,21.0,753,75.0,434,26.0,628,65.0,393,59.0
458,393,"university of california, santa cruz",United States of America,Americas,L,CO,VH,Public,25.0,517,14.0,701,10.0,801,62.0,268,71.0,331,10.0,801,16.0,801,62.0,662,14.0,801,84.0,122,34.0
638,570,"university of chemistry and technology, prague",Czechia,Europe,S,FO,VH,Public,8.0,701,12.0,701,100.0,38,19.0,727,34.0,547,85.0,194,87.0,164,32.0,801,9.0,801,43.0,801,27.0
851,761,"university of colorado, denver",United States of America,Americas,L,FC,HI,Public,11.0,701,12.0,701,100.0,4,5.0,801,4.0,801,21.0,719,27.0,659,40.0,801,11.0,801,40.0,801,0.0
1201,0,"university of management and technology (umt), pakistan",Pakistan,Asia,L,CO,HI,Private not for Profit,7.0,701,11.0,701,18.0,801,9.0,801,2.0,801,2.0,801,6.0,801,54.0,777,3.0,801,47.0,801,0.0
801,771,"university of maryland, baltimore county",United States of America,Americas,L,FC,HI,Public,14.0,701,8.0,701,19.0,801,20.0,710,73.0,325,51.0,406,56.0,371,45.0,801,10.0,801,66.0,381,0.0
801,0,"university of maryland, baltimore",United States of America,Americas,M,FC,VH,Public,8.0,701,2.0,701,100.0,3,23.0,678,22.0,687,10.0,801,8.0,801,46.0,801,2.0,801,41.0,801,0.0
207,218,"university of maryland, college park",United States of America,Americas,XL,FC,VH,Public,57.0,191,52.0,236,44.0,449,61.0,284,28.0,610,25.0,666,19.0,783,93.0,129,60.0,273,71.0,305,55.0
247,275,"university of massachusetts, amherst",United States of America,Americas,L,CO,VH,Public,48.0,238,40.0,342,16.0,801,62.0,266,78.0,307,46.0,436,51.0,404,79.0,372,44.0,399,85.0,119,51.0
697,641,"university of missouri, columbia",United States of America,Americas,L,FC,VH,Public,17.0,701,16.0,701,39.0,526,24.0,664,30.0,588,6.0,801,5.0,801,72.0,503,48.0,361,51.0,684,25.0
1001,1001,"university of missouri, kansas city",United States of America,Americas,M,CO,VH,Public,5.0,701,10.0,701,22.0,795,26.0,627,7.0,801,31.0,574,24.0,715,26.0,801,13.0,801,31.0,801,0.0
140,155,"university of north carolina, chapel hill",United States of America,Americas,L,FC,VH,Public,72.0,127,56.0,216,86.0,129,48.0,389,31.0,577,25.0,663,31.0,602,90.0,181,74.0,188,84.0,126,63.0
648,621,"university of tromso, the arctic university of norway",Norway,Europe,L,FC,VH,Public,16.0,701,8.0,701,83.0,154,12.0,801,76.0,313,13.0,801,10.0,801,81.0,334,9.0,801,51.0,675,27.0
1001,951,"université toulouse 1, capitole",France,Europe,L,FO,VH,Public,18.0,667,9.0,701,2.0,801,10.0,801,32.0,562,63.0,320,47.0,442,52.0,801,8.0,801,33.0,801,0.0
691,791,"vellore institute of technology (vit), vellore, india",India,Asia,XL,CO,VH,Private not for Profit,21.0,601,26.0,519,12.0,801,34.0,531,5.0,801,5.0,801,10.0,801,81.0,327,16.0,801,65.0,393,25.0
761,851,"vietnam national university, hanoi",Viet Nam,Asia,XL,CO,HI,Public,24.0,525,33.0,435,9.0,801,4.0,801,7.0,801,1.0,801,1.0,801,68.0,562,69.0,223,69.0,323,0.0
306,306,aalborg university,Denmark,Europe,L,FC,VH,Public,26.0,478,25.0,538,28.0,685,77.0,167,89.0,231,29.0,597,35.0,546,92.0,148,25.0,634,79.0,186,45.0
114,113,aalto university,Finland,Europe,L,FO,VH,Public,58.0,189,56.0,212,35.0,564,80.0,160,97.0,147,60.0,343,64.0,312,81.0,332,97.0,55,88.0,77,66.0
131,144,aarhus university,Denmark,Europe,L,FC,VH,Public,68.0,140,42.0,325,42.0,472,74.0,183,97.0,157,26.0,654,19.0,777,96.0,52,79.0,164,73.0,271,64.0
741,661,aberystwyth university,United Kingdom,Europe,M,CO,VH,Public,13.0,701,12.0,701,28.0,687,24.0,658,61.0,382,42.0,475,45.0,457,63.0,646,11.0,801,63.0,439,0.0
643,621,abo akademi university,Finland,Europe,M,CO,VH,Public,10.0,701,8.0,701,22.0,789,54.0,341,61.0,386,44.0,462,33.0,582,60.0,696,14.0,801,45.0,801,27.0
391,501,abu dhabi university,United Arab Emirates,Asia,S,FO,VH,Private for Profit,25.0,518,50.0,256,24.0,755,36.0,518,100.0,5,100.0,44,100.0,32,35.0,801,10.0,801,50.0,711,38.0
951,851,abylkas saginov karaganda technical university,Kazakhstan,Asia,M,FO,HI,Public,10.0,701,17.0,701,90.0,102,1.0,801,16.0,794,26.0,652,26.0,665,3.0,801,8.0,801,30.0,801,0.0
1201,0,ada university,Azerbaijan,Asia,S,SP,LO,Public,8.0,701,22.0,595,62.0,286,1.0,801,20.0,710,8.0,801,12.0,801,5.0,801,12.0,801,0.0,0,0.0
741,761,adam mickiewicz university,Poland,Europe,L,CO,VH,Public,24.0,528,12.0,701,46.0,427,9.0,801,11.0,801,16.0,801,22.0,737,89.0,196,16.0,801,64.0,431,0.0
1001,0,adamson university,Philippines,Asia,M,CO,MD,Private for Profit,39.0,306,18.0,701,8.0,801,2.0,801,18.0,741,3.0,801,7.0,801,5.0,801,4.0,801,10.0,801,0.0
851,771,addis ababa university,Ethiopia,Africa,XL,FO,VH,,8.0,701,12.0,701,65.0,267,3.0,801,0.0,0,0.0,0,0.0,0,64.0,636,97.0,62,42.0,801,0.0
82,0,adelaide university,Australia,Oceania,XL,CO,VH,,78.0,102,63.0,176,31.0,621,70.0,218,100.0,90,98.0,96,73.0,251,97.0,46,70.0,207,86.0,98,73.0
1001,0,aga khan university,Pakistan,Asia,S,FO,VH,Private not for Profit,6.0,701,10.0,701,100.0,2,11.0,801,2.0,801,2.0,801,2.0,801,18.0,801,8.0,801,23.0,801,0.0
801,851,agh university of krakow,Poland,Europe,L,CO,VH,Public,13.0,701,31.0,465,55.0,344,13.0,801,4.0,801,7.0,801,12.0,801,76.0,430,4.0,801,47.0,776,0.0
801,711,ahlia university,Bahrain,Asia,S,SP,HI,Private not for Profit,18.0,677,10.0,701,38.0,528,10.0,801,100.0,51,62.0,330,46.0,454,11.0,801,12.0,801,26.0,801,0.0
542,592,ain shams university,Egypt,Africa,XL,FC,VH,Public,36.0,340,39.0,357,17.0,801,4.0,801,30.0,590,14.0,801,20.0,769,81.0,336,70.0,216,57.0,562,30.0
428,481,aix-marseille university,France,Europe,XL,FC,VH,Public,51.0,218,16.0,701,11.0,801,30.0,591,23.0,678,29.0,604,22.0,734,99.0,15,29.0,571,63.0,436,36.0
440,477,ajman university,United Arab Emirates,Asia,S,FO,VH,Private not for Profit,28.0,454,51.0,241,16.0,801,10.0,801,100.0,8,100.0,4,100.0,37,65.0,621,13.0,801,46.0,801,35.0
563,631,ajou university,Republic of Korea,Asia,M,FC,VH,Private not for Profit,20.0,623,22.0,600,70.0,230,34.0,530,13.0,801,58.0,355,58.0,350,18.0,801,5.0,801,53.0,636,29.0
1401,1401,akdeniz üniversitesi,Türkiye,Asia,XL,FC,HI,Public,8.0,701,8.0,701,6.0,801,6.0,801,2.0,801,6.0,801,11.0,801,48.0,801,2.0,801,22.0,801,0.0
558,552,al ain university,United Arab Emirates,Asia,S,FO,VH,Private not for Profit,26.0,494,21.0,631,21.0,801,17.0,764,100.0,1,100.0,20,74.0,238,37.0,801,7.0,801,43.0,801,30.0
1001,1001,al azhar university,Egypt,Africa,XL,CO,VH,Public,22.0,574,14.0,701,15.0,801,2.0,801,2.0,801,17.0,782,13.0,801,64.0,630,33.0,510,35.0,801,0.0
901,801,al jouf university,Saudi Arabia,Asia,M,FC,VH,Public,13.0,701,10.0,701,45.0,440,7.0,801,99.0,126,3.0,801,7.0,801,57.0,740,3.0,801,24.0,801,0.0
951,0,al nahrain university,Iraq,Asia,M,FO,VH,Public,8.0,701,24.0,559,99.0,45,4.0,801,3.0,801,1.0,801,6.0,801,16.0,801,10.0,801,29.0,801,0.0
1201,0,al zaytoonah university,Jordan,Asia,M,CO,HI,Private not for Profit,6.0,701,8.0,701,5.0,801,8.0,801,27.0,628,52.0,394,48.0,432,17.0,801,5.0,801,14.0,801,0.0
761,801,al-ahliyya amman university,Jordan,Asia,M,FO,VH,Private not for Profit,17.0,701,21.0,625,16.0,801,6.0,801,94.0,196,100.0,29,98.0,79,33.0,801,6.0,801,38.0,801,0.0
1201,1201,al-balqa applied university,Jordan,Asia,L,FC,HI,Public,10.0,701,15.0,701,6.0,801,6.0,801,15.0,801,5.0,801,9.0,801,46.0,801,6.0,801,42.0,801,0.0
166,163,al-farabi kazakh national university,Kazakhstan,Asia,L,FC,HI,Public,61.0,172,86.0,85,100.0,36,2.0,801,81.0,288,83.0,204,79.0,213,76.0,426,66.0,234,63.0,443,60.0
951,851,al-quds university,Palestine,Asia,M,FC,MD,Public,10.0,701,21.0,644,19.0,801,3.0,801,72.0,327,91.0,163,76.0,229,15.0,801,12.0,801,40.0,801,0.0
781,801,alexandria university,Egypt,Africa,XL,FC,VH,Public,33.0,376,24.0,555,7.0,801,4.0,801,2.0,801,14.0,801,19.0,780,81.0,341,33.0,514,57.0,568,0.0
1001,1201,alexandru ioan cuza university,Romania,Europe,L,CO,HI,Public,12.0,701,21.0,641,8.0,801,6.0,801,5.0,801,17.0,779,21.0,742,49.0,801,23.0,668,49.0,737,0.0
801,791,alfaisal university,Saudi Arabia,Asia,S,FO,VH,Private not for Profit,8.0,701,6.0,701,32.0,605,22.0,687,100.0,29,97.0,102,92.0,127,28.0,801,6.0,801,31.0,801,0.0
138,133,alma mater studiorum - university of bologna,Italy,Europe,XL,FC,VH,Public,91.0,66,68.0,156,6.0,801,52.0,363,30.0,585,27.0,639,33.0,583,96.0,67,67.0,229,83.0,133,63.0
1001,951,almaty technological university,Kazakhstan,Asia,M,CO,MD,Public,6.0,701,9.0,701,94.0,86,1.0,801,28.0,613,14.0,801,17.0,801,4.0,801,4.0,801,27.0,801,0.0
851,741,altai state university,Russian Federation,Europe,M,CO,VH,Public,13.0,701,7.0,701,91.0,101,2.0,801,9.0,801,71.0,266,68.0,283,18.0,801,2.0,801,46.0,801,0.0
1401,0,american international university-bangladesh (aiub),Bangladesh,Asia,M,FO,VH,Private not for Profit,8.0,701,9.0,701,9.0,801,4.0,801,5.0,801,18.0,770,19.0,788,8.0,801,5.0,801,30.0,801,0.0
587,711,american university,United States of America,Americas,M,CO,VH,Private not for Profit,20.0,624,50.0,253,45.0,433,8.0,801,17.0,770,27.0,630,33.0,574,35.0,801,52.0,328,75.0,247,29.0
678,621,american university in dubai,United Arab Emirates,Asia,S,FO,HI,Private for Profit,14.0,701,38.0,364,26.0,714,4.0,801,100.0,2,100.0,11,100.0,6,4.0,801,46.0,383,25.0,801,26.0
237,250,american university of beirut (aub),Lebanon,Asia,M,FC,VH,Private not for Profit,42.0,288,58.0,200,52.0,358,38.0,494,71.0,330,45.0,449,50.0,413,69.0,554,99.0,33,78.0,204,52.0
901,0,american university of central asia,Kyrgyzstan,Asia,S,FO,MD,Private not for Profit,13.0,701,15.0,701,61.0,296,2.0,801,58.0,398,96.0,105,82.0,193,4.0,801,7.0,801,8.0,801,0.0
591,485,american university of ras al khaimah ( aurak ),United Arab Emirates,Asia,S,SP,MD,Public,8.0,701,10.0,701,38.0,536,49.0,383,100.0,9,100.0,15,97.0,88,15.0,801,4.0,801,25.0,801,29.0
272,332,american university of sharjah (aus),United Arab Emirates,Asia,M,CO,VH,Private not for Profit,32.0,388,65.0,163,25.0,742,44.0,428,100.0,3,100.0,9,100.0,4,51.0,801,61.0,268,54.0,613,48.0
563,611,american university of the middle east,Kuwait,Asia,M,SP,HI,Private for Profit,26.0,487,35.0,416,29.0,652,9.0,801,100.0,7,37.0,528,39.0,512,67.0,586,6.0,801,47.0,783,29.0
456,403,amirkabir university of technology,Iran (Islamic Republic of),Asia,M,SP,VH,Public,9.0,701,27.0,513,7.0,801,100.0,9,42.0,485,6.0,801,5.0,801,67.0,583,5.0,801,36.0,801,34.0
951,1001,amity university,India,Asia,L,CO,VH,Private not for Profit,11.0,701,18.0,700,18.0,801,15.0,801,12.0,801,35.0,540,36.0,531,68.0,578,5.0,801,55.0,608,0.0
1201,0,amman arab university,Jordan,Asia,S,FO,VH,Private not for Profit,8.0,701,6.0,701,13.0,801,16.0,783,11.0,801,59.0,349,53.0,384,12.0,801,5.0,801,9.0,801,0.0
1001,1001,amrita vishwa vidyapeetham,India,Asia,L,FC,VH,Private not for Profit,7.0,701,7.0,701,39.0,518,11.0,801,37.0,524,3.0,801,2.0,801,67.0,579,1.0,801,27.0,801,0.0
1001,1001,an-najah national university,Palestine,Asia,L,FC,MD,Public,14.0,701,15.0,701,12.0,801,4.0,801,50.0,441,47.0,426,44.0,475,39.0,801,11.0,801,47.0,785,0.0
1401,1201,anadolu university,Türkiye,Asia,L,SP,VH,Public,6.0,701,8.0,701,18.0,801,5.0,801,2.0,801,5.0,801,4.0,801,25.0,801,22.0,691,22.0,801,0.0
697,801,ankara üniversitesi,Türkiye,Asia,XL,FC,HI,Public,31.0,400,30.0,468,13.0,801,5.0,801,3.0,801,10.0,801,15.0,801,74.0,466,61.0,262,61.0,480,25.0
465,383,anna university,India,Asia,L,SP,VH,Public,15.0,701,19.0,674,9.0,801,100.0,23,0.0,0,2.0,801,6.0,801,47.0,801,18.0,763,65.0,409,34.0
1401,1201,aoyama gakuin university,Japan,Asia,L,FO,HI,Private not for Profit,7.0,701,17.0,701,7.0,801,3.0,801,20.0,707,5.0,801,4.0,801,10.0,801,15.0,801,10.0,801,0.0
791,851,applied science private university - jordan,Jordan,Asia,M,CO,HI,Private for Profit,16.0,701,28.0,497,30.0,631,7.0,801,36.0,528,82.0,212,79.0,214,45.0,801,6.0,801,39.0,801,0.0
613,539,applied science university - bahrain,Bahrain,Asia,S,FO,VH,Private not for Profit,27.0,473,29.0,485,52.0,367,5.0,801,100.0,14,62.0,324,47.0,447,12.0,801,12.0,801,24.0,801,28.0
485,508,aristotle university of thessaloniki,Greece,Europe,XL,FC,VH,Public,38.0,311,36.0,402,6.0,801,28.0,602,2.0,801,8.0,801,14.0,801,91.0,160,48.0,359,66.0,371,33.0
173,200,arizona state university,United States of America,Americas,XL,CO,VH,Public,64.0,159,63.0,171,10.0,801,62.0,277,73.0,326,53.0,385,58.0,353,95.0,81,42.0,415,86.0,102,59.0
1001,951,asfendiyarov kazakh national medical university,Kazakhstan,Asia,M,FO,HI,Public,7.0,701,9.0,701,67.0,255,1.0,801,16.0,783,77.0,244,70.0,267,6.0,801,8.0,801,0.0,0,0.0
1201,0,ashoka university,India,Asia,S,SP,VH,Private for Profit,10.0,701,7.0,701,28.0,672,6.0,801,21.0,702,8.0,801,11.0,801,3.0,801,2.0,801,26.0,801,0.0
597,611,asia pacific university of technology and innovation (apu) malaysia,Malaysia,Asia,S,SP,HI,Private for Profit,17.0,701,24.0,565,74.0,204,3.0,801,96.0,169,100.0,16,100.0,10,14.0,801,5.0,801,39.0,801,28.0
711,801,asia university taiwan,Taiwan,Asia,M,CO,VH,Private for Profit,9.0,701,3.0,701,5.0,801,80.0,156,15.0,801,6.0,801,10.0,801,64.0,633,2.0,801,37.0,801,0.0
1001,1001,assiut university,Egypt,Africa,XL,FC,HI,Public,16.0,701,15.0,701,21.0,801,4.0,801,21.0,697,7.0,801,11.0,801,67.0,596,3.0,801,53.0,636,0.0
395,423,aston university,United Kingdom,Europe,L,CO,VH,Public,18.0,673,27.0,506,12.0,801,57.0,309,98.0,142,63.0,317,67.0,290,82.0,317,28.0,587,68.0,355,38.0
1401,0,aswan university,Egypt,Africa,L,FC,HI,Public,7.0,701,2.0,701,12.0,801,6.0,801,1.0,801,2.0,801,6.0,801,54.0,784,3.0,801,40.0,801,0.0
1201,1201,ataturk university,Türkiye,Asia,XL,CO,VH,Public,8.0,701,3.0,701,4.0,801,10.0,801,5.0,801,21.0,715,27.0,657,49.0,801,11.0,801,35.0,801,0.0
511,516,ateneo de manila university,Philippines,Asia,L,FC,MD,Private not for Profit,32.0,385,70.0,148,33.0,586,3.0,801,4.0,801,4.0,801,9.0,801,24.0,801,80.0,157,61.0,497,32.0
951,951,athens university of economics and business,Greece,Europe,M,SP,HI,Public,10.0,701,37.0,380,2.0,801,32.0,565,2.0,801,7.0,801,11.0,801,15.0,801,34.0,501,40.0,801,0.0
1401,1201,atma jaya catholic university indonesia,Indonesia,Asia,M,FO,HI,Private for Profit,11.0,701,11.0,701,11.0,801,2.0,801,10.0,801,2.0,801,6.0,801,7.0,801,23.0,678,30.0,801,0.0
851,951,auburn university,United States of America,Americas,XL,CO,VH,Public,12.0,701,18.0,701,11.0,801,24.0,650,58.0,397,10.0,801,16.0,801,57.0,728,30.0,553,50.0,701,0.0
410,412,auckland university of technology,New Zealand,Oceania,L,CO,VH,Public,30.0,417,23.0,587,14.0,801,33.0,549,100.0,76,100.0,39,100.0,27,50.0,801,23.0,663,74.0,259,37.0
731,621,auezov south kazakhstan state university (sksu),Kazakhstan,Asia,L,CO,MD,Public,21.0,585,34.0,424,92.0,99,1.0,801,20.0,711,29.0,598,28.0,641,5.0,801,4.0,801,35.0,801,0.0
851,901,australian catholic university,Australia,Oceania,L,CO,HI,Public,12.0,701,12.0,701,8.0,801,19.0,724,86.0,251,62.0,329,65.0,301,36.0,801,2.0,801,49.0,725,0.0
32,30,australian national university,Australia,Oceania,L,FC,VH,Public,98.0,37,83.0,96,41.0,495,92.0,93,100.0,49,99.0,68,99.0,59,93.0,123,67.0,232,92.0,48,87.0
851,1001,azerbaijan state oil and industry university,Azerbaijan,Asia,L,FO,HI,Public,13.0,701,19.0,685,73.0,208,2.0,801,47.0,456,10.0,801,14.0,801,9.0,801,45.0,391,31.0,801,0.0
801,1001,azerbaijan state university of economics,Azerbaijan,Asia,L,FO,HI,Public,21.0,587,37.0,379,37.0,548,2.0,801,32.0,563,11.0,801,14.0,801,12.0,801,52.0,329,39.0,801,0.0
851,0,azerbaijan technical university,Azerbaijan,Asia,M,SP,MD,,19.0,645,26.0,532,82.0,157,1.0,801,14.0,801,13.0,801,17.0,801,4.0,801,12.0,801,28.0,801,0.0
1001,0,azerbaijan university of architecture and construction,Azerbaijan,Asia,M,FO,MD,Public,26.0,492,21.0,638,42.0,477,1.0,801,10.0,801,15.0,801,17.0,801,1.0,801,12.0,801,26.0,801,0.0
